Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2021-11-19,134,2083.0183863862894,6468.58900809288,17.0,17,0.44916942626948375,1.3135647773742676,0.2550294101238251,10011,,,,,6392618,122331
2021-11-20,37,1787.4334249900016,2031.149506095269,10.0,10,0.3778981191301152,1.3033982515335083,0.2869080901145935,3483,,,,,2147895,
2021-11-21,48,1818.2444176505546,2745.2024280992955,13.0,13,0.5689926770742253,1.3699591159820557,0.2511298656463623,4281,,,,,2619141,
2021-11-22,111,2041.7298013517157,6880.624838590622,59.0,59,0.6509058461275528,1.6205230951309204,0.26565563678741455,10212,,,,,6037293,
2021-11-23,66,1982.4636972314702,3291.4174122810364,7.0,7,0.5645976889153412,1.3566535711288452,0.2550294101238251,5367,,,,,5130832,
2021-11-24,27,1794.679791556221,1234.1891289949417,,,0.40158011221600676,1.25666081905365,0.2550294101238251,2136,,,,,2258725,
2021-11-25,38,1751.6208250584307,1712.528608083725,1.0,1,0.47380910498674805,1.4127535820007324,0.24197600781917572,2945,,,,,1600151,
2021-11-26,58,1788.6517454956797,2214.2914094924927,,,0.5471672933785475,1.302526593208313,0.26565563678741455,3715,,,,,2166530,
2021-11-27,70,1916.053608747011,4141.003754019737,21.0,21,0.4111496839410153,1.4705493450164795,0.2869080901145935,6297,,,,,4115106,
2021-11-28,86,1957.501574753733,4923.644174575806,15.0,15,0.40304776986497937,1.3375242948532104,0.2625682055950165,7610,,,,,4749042,
2021-11-29,45,1778.749031539603,2290.338991880417,11.0,11,0.4358090723787103,1.4982211589813232,0.2550294101238251,3556,,,,,2015068,
2021-11-30,51,1773.9541198106383,1871.23477268219,2.0,2,0.4895895385094422,1.4755722284317017,0.2762818932533264,3133,,,,,1941731,
2021-12-01,28,1775.1020410222536,1195.1882195472717,1.0,1,0.4088488121411777,1.5453417301177979,0.2550294101238251,2087,,,,,1959288,
2021-12-02,92,1949.3624815327573,4465.6394238471985,14.0,14,0.4650402922216777,1.345549464225769,0.2550294101238251,6981,,,,,4624558,
2021-12-03,62,1887.4257080070186,2748.0843756198883,5.0,5,0.40545977424920787,1.395064353942871,0.2550294101238251,4791,,,,,3532027,64328
2021-12-04,20,1691.7420100229488,922.8956785202026,2.0,2,0.6570216725047002,1.7391088008880615,0.25374850630760193,1821,,,,,684319,
2021-12-05,93,1994.5135064692386,5234.963597247178,34.0,34,0.3749484998943859,1.3548661470413208,0.24477285146713257,8114,,,,,5315131,
2021-12-06,48,1800.665048204622,1995.9575912265234,4.0,4,0.42233259904766823,1.3900569677352905,0.2550294101238251,3199,,,,,2021415,145667
2021-12-07,26,1748.7155269607465,1208.3392187356949,1.0,1,0.4107707094958599,1.237807035446167,0.2550294101238251,2054,,,,,1555714,
2021-12-08,43,1833.8813445515398,1860.8114886283875,1.0,1,0.39771538472142104,1.4670981168746948,0.2550294101238251,3119,,,,,2858303,
2021-12-09,54,1771.8246472427418,1985.481684923172,1.0,1,0.6043557517887385,1.3094489574432373,0.2550294101238251,3397,,,,,1909164,
2021-12-10,69,1840.8651095432813,2850.8243033885956,6.0,6,0.44011433812781614,1.5610681772232056,0.2550294101238251,4708,,,,,2965118,
2021-12-11,133,2126.9960274135924,6856.048084337762,13.0,13,0.585864317125879,1.4658911228179932,0.2550294101238251,10842,,,,,7341418,
2021-12-12,26,1739.4319837291825,1396.3701589512325,4.0,4,0.5692457481504588,1.198964238166809,0.2762818932533264,2168,,,,,1413723,
2021-12-13,46,1776.9344536206497,2010.45656645298,1.0,1,0.4772052490063788,1.4018325805664062,0.24767395853996277,3483,,,,,1509249,211762
2021-12-14,85,1939.491626880595,3210.924780845642,,,0.42580517752275726,1.2894043922424316,0.2467007339000702,5528,,,,,4473585,
2021-12-15,94,1937.859074484261,3913.2132630348206,10.0,10,0.46155924927652364,1.3842418193817139,0.2550294101238251,6489,,,,,4448615,
2021-12-16,46,1758.6221921002748,2214.686466693878,5.0,5,0.41078988962264673,1.7860541343688965,0.2550294101238251,3899,,,,,1707235,
2021-12-17,55,1857.9589905784264,2072.4761164188385,,,0.39741897738835363,1.3474011421203613,0.2456190139055252,3568,,,,,3226564,
2021-12-18,16,1669.2354993144772,618.0198333263397,,,0.44813625413022856,1.192797064781189,0.30816054344177246,1285,,,,,340087,
2021-12-19,1,1652.923072782473,109.0250825881958,,,0.33181318660679177,0.8858546018600464,0.2550294101238251,375,,,,,90592,
2021-12-20,55,1860.9163083427427,2851.4567643404007,8.0,8,0.5058097302037885,1.5309972763061523,0.2550294101238251,4709,,,,,3271797,
2021-12-21,31,1775.3720257043024,1782.2001791000366,13.0,13,0.33964674332164824,1.3736780881881714,0.2550294101238251,2971,,,,,1963418,
2021-12-22,28,1746.1513326758957,1285.4718033075333,,,0.3840075058927938,1.4899365901947021,0.24884898960590363,2304,,,,,1516496,
2021-12-23,16,1706.7679863628978,766.6943141222,,,0.38990610565415534,1.3033474683761597,0.2550294101238251,1593,,,,,914138,
2021-12-24,53,1943.090029047547,1802.058725953102,,,0.33682154339485565,1.3764768838882446,0.2649824619293213,3230,,,,,4528622,
2021-12-25,41,1776.5580999018648,2269.8228093209013,9.0,9,0.3573610433159838,1.3668065071105957,0.2550294101238251,3533,,,,,1981559,
2021-12-26,78,1951.5517365075384,4760.301714557196,46.0,46,0.6877596516660319,1.3114140033721924,0.26565563678741455,7150,,,,,4658041,
2021-12-27,72,1819.9184820241258,2843.8125371932983,1.0,1,0.4167731841361789,1.296271562576294,0.2550294101238251,4804,,,,,2644743,
2021-12-28,98,2019.190008009967,5251.2676342874765,15.0,15,0.4149623480623716,1.2941560745239258,0.2504669427871704,8310,,,,,5692550,
2021-12-29,,1650.7235044082372,84.79728889465332,,,0.287891978657379,0.3222331404685974,0.2550294101238251,266,,,,,56950,
2021-12-30,60,1841.637207386888,2012.5371589660645,,,0.36549068243420235,1.1721774339675903,0.2550294101238251,3368,,,,,2976926,
2021-12-31,37,1759.8340486373604,1628.5082187652588,5.0,5,0.42572400467101806,1.4984575510025024,0.2550294101238251,2689,,,,,1725770,
2022-01-01,14,1668.8981109473602,566.2389068603516,,,0.4126186303414505,1.0120083093643188,0.2550294101238251,1246,,,,,334928,
2022-01-02,14,1657.1948043868604,593.5488874912262,,,0.3881414077411321,1.2356550693511963,0.26565563678741455,1170,,,,,155928,
2022-01-03,129,2080.9337194625487,5498.726150512695,12.0,12,0.63722171542086,1.3790031671524048,0.26565563678741455,8630,,,,,6636906,
2022-01-04,24,1747.336139348024,1062.0368534326553,1.0,1,0.4950659848708691,1.2604459524154663,0.2550294101238251,1919,,,,,1534617,
2022-01-05,91,1929.3583994828443,4260.639158844948,4.0,4,0.47905091953008094,1.2998725175857544,0.26229262351989746,6880,,,,,4318600,
2022-01-06,96,2054.4278811501968,4310.566014289856,5.0,5,0.39512896331473873,1.6445540189743042,0.2550294101238251,6967,,,,,6230951,
2022-01-07,32,1752.5976129305482,1183.9900603294373,,,0.3930159798911517,1.2455791234970093,0.2869080901145935,2070,,,,,1431150,81477
2022-01-08,35,1729.9001323643085,1642.1674238443375,3.0,3,0.39387599167629084,1.3592636585235596,0.2550294101238251,2902,,,,,1267939,
2022-01-09,80,1923.0996688612395,3665.307370185852,11.0,11,0.571440679899348,1.3942278623580933,0.2550294101238251,5779,,,,,4222873,
2022-01-10,49,1733.7378111289079,1714.1585620641708,,,0.383923835195095,1.162611961364746,0.27303752303123474,3083,,,,,1120502,91307
2022-01-11,42,1815.5419381237293,1823.304479598999,,,0.4396066035877833,1.201925277709961,0.2550294101238251,3338,,,,,2577806,
2022-01-12,51,1779.6934284543336,1883.7748864889145,,,0.43550700111363067,1.2102593183517456,0.2550294101238251,3323,,,,,2029513,
2022-01-13,57,1801.3185477602813,2167.592103600502,3.0,3,0.4496735724969015,1.450508952140808,0.2762818932533264,3622,,,,,2360264,
2022-01-14,82,1905.0322160355392,3876.1084508895874,20.0,20,0.45372904994065005,1.3846795558929443,0.26565563678741455,6050,,,,,3946538,
2022-01-15,52,1846.3606383506058,2245.4790452718735,2.0,2,0.3890143057490776,1.666124939918518,0.2550294101238251,3686,,,,,3049171,
2022-01-16,37,1763.8824089647069,2185.9662013053894,13.0,13,0.42143420645984825,1.320848822593689,0.2550294101238251,3429,,,,,1787687,
2022-01-17,52,1774.2607382436277,2043.0095127820969,5.0,5,0.39912138921142903,1.4814668893814087,0.2550294101238251,3470,,,,,1946421,
2022-01-18,34,1725.2780563698202,1371.1948223114014,,,0.555214050255822,1.2575998306274414,0.297534316778183,2374,,,,,1197242,
2022-01-19,129,2137.460724988164,6679.559144973755,33.0,33,0.453291757867648,1.519100546836853,0.2762818932533264,10355,,,,,7501473,
2022-01-20,59,1854.379526435438,2459.9252915382385,4.0,4,0.6946070021611814,1.504901647567749,0.2550294101238251,4079,,,,,3171819,
2022-01-21,68,1892.1358068496727,2496.5681211948395,,,0.3839620533342484,1.309272289276123,0.2550294101238251,4246,,,,,3749290,
2022-01-22,27,1753.5759222616578,1490.0991458892822,5.0,5,0.32581325277676,1.6338539123535156,0.2550294101238251,2433,,,,,1628775,
2022-01-23,94,1959.325461211948,5518.086418628693,42.0,41,0.4853747354441548,1.7045048475265503,0.2527363896369934,8108,,,,,4776576,
2022-01-24,39,1778.528543903506,1481.3707324266434,,,0.40293457013950806,1.3450360298156738,0.26565563678741455,2627,,,,,2011696,
2022-01-25,80,1889.9658341745442,3954.746918797493,18.0,18,0.7584926618744292,1.6911920309066772,0.2550294101238251,6246,,,,,3716102,
2022-01-26,121,2052.1049687545014,5864.175221698285,26.0,25,0.45935690380566896,1.7995870113372803,0.2550294101238251,8933,,,,,6195976,
2022-01-27,78,1904.683866612221,3880.8405541014663,19.0,19,0.4826187866610518,1.3256874084472656,0.2550294101238251,6182,,,,,3941208,
2022-01-28,29,1731.0260563848742,1516.395731329918,5.0,5,0.5398086573327646,1.3267621994018555,0.2550294101238251,2723,,,,,1285158,
2022-01-29,51,1851.5237419888404,2898.2565128803253,11.0,11,0.6420671906708023,1.6863768100738525,0.2535308301448822,4338,,,,,3128140,
2022-01-30,23,1717.4263561677844,964.7660465240479,1.0,1,0.3322724485335794,1.5371453762054443,0.24965450167655945,1921,,,,,1077153,
2022-01-31,105,2032.363625902457,4893.610646486282,17.0,17,0.44599483293955544,1.345716118812561,0.2550294101238251,7819,,,,,5894040,
2022-02-01,128,2088.208103883433,6250.653111338615,26.0,26,0.5335446474815342,1.6004977226257324,0.2715320587158203,9630,,,,,6748166,
2022-02-02,126,2031.7718449312397,4597.202664136887,,,0.43496178169699207,1.5483704805374146,0.2634972631931305,7835,,,,,5884989,
2022-02-03,75,1903.1538396774617,3363.0961335897446,4.0,4,0.5188609658554064,1.4225510358810425,0.2550294101238251,5468,,,,,3917810,
2022-02-04,61,1804.7502418280549,2151.189453125,,,0.5669002992146932,1.139849066734314,0.26565563678741455,3765,,,,,2412753,
2022-02-05,60,1918.5010737464536,2452.7662675380707,,,0.3771067572406065,1.335889458656311,0.2550294101238251,4205,,,,,3948706,90290
2022-02-06,11,1659.96634462326,589.1180000305176,,,0.31400050111394856,0.5299050211906433,0.2550294101238251,1256,,,,,198318,
2022-02-07,66,1867.7150075526054,3143.786142230034,9.0,9,0.542266304023694,1.473117709159851,0.2762818932533264,5111,,,,,3375781,
2022-02-08,87,1913.1794680983987,3291.626395702362,1.0,1,0.5203733090344921,1.3324638605117798,0.2539539039134979,5523,,,,,4071148,
2022-02-09,27,1704.3924409754118,995.0801255702972,,,0.41772492325529564,1.4675053358078003,0.26565563678741455,1793,,,,,877804,
2022-02-10,109,1984.947836414785,4555.121463775635,9.0,9,0.6433888652949504,1.819021463394165,0.26565563678741455,7376,,,,,5168825,
2022-02-11,14,1672.6869733277706,519.426965713501,,,0.32299437776865597,0.8522672653198242,0.2762818932533264,944,,,,,392877,
2022-02-12,28,1689.9800807362462,879.8515725135803,,,0.41826102282994015,0.7940948605537415,0.2869080901145935,1518,,,,,657369,
2022-02-13,5,1671.1508477493608,196.60012447834015,,,0.32968325285635863,0.7680705189704895,0.2550294101238251,523,,,,,369381,
2022-02-14,19,1694.370388839891,677.1346607208252,,,0.3066753695291475,0.7981054782867432,0.25458604097366333,1235,,,,,724520,
2022-02-15,27,1680.9017848215237,1042.4328384399414,,,0.4380297638350566,0.7721384167671204,0.2550294101238251,1844,,,,,518520,
2022-02-16,14,1695.043866891659,926.3033834695816,2.0,2,0.3458263008148711,1.645749568939209,0.2550294101238251,1637,,,,,734820,
2022-02-17,69,1919.6296714373075,3734.030386209488,16.0,16,0.4866901389069099,1.6507065296173096,0.26565563678741455,6114,,,,,4169801,
2022-02-18,74,1826.287184691718,2696.8388879299164,,,0.4900536237279724,2.182105541229248,0.2550294101238251,4577,,,,,2742153,
2022-02-19,43,1801.978766784652,2286.3360090255737,10.0,10,0.3011743378343053,1.5458498001098633,0.2550294101238251,3616,,,,,2370362,
2022-02-20,68,1902.4636526317781,3915.134669780731,12.0,12,0.4661148572171241,1.2745076417922974,0.26565563678741455,6122,,,,,3907252,
2022-02-21,110,2079.717288271882,4343.511386246462,,,0.4992405409946967,1.860446810722351,0.2550294101238251,7382,,,,,6618304,
2022-02-22,52,1795.8749271622207,1860.7643729736608,,,0.36708137202844526,1.3132096529006958,0.251738578081131,3358,,,,,2277004,
2022-02-23,56,1806.9456923959403,2145.576910018921,,,0.42378836190851565,1.23366379737854,0.2550294101238251,3955,,,,,2446329,
2022-02-24,89,1895.9220096254514,3717.46564078331,2.0,2,0.46509615200519794,1.3602460622787476,0.249990776181221,6265,,,,,3807201,
2022-02-25,63,1799.4331740356877,2256.178636431694,,,0.45857495247453833,1.3835785388946533,0.2550294101238251,3860,,,,,1955771,166399
2022-02-26,7,1660.025825982168,337.87821674346924,,,0.3458257388830891,1.1807750463485718,0.2869080901145935,701,,,,,199228,
2022-02-27,88,1986.6949144426103,4757.6762907505035,12.0,12,0.4040652088526999,1.565847396850586,0.2550294101238251,7481,,,,,5195549,
2022-02-28,45,1792.6151512874656,1905.5699625015259,2.0,2,0.470946130846632,1.4640130996704102,0.2550294101238251,3206,,,,,2053053,77116
2022-03-01,137,2138.1309758029574,7415.246142625809,41.0,41,0.5367544571173565,1.4935824871063232,0.2550294101238251,11356,,,,,7511723,
2022-03-02,65,1872.4974462655316,2788.6266000270844,5.0,5,0.46882782538446816,1.3483396768569946,0.2550294101238251,4624,,,,,3448929,
2022-03-03,45,1779.3834469152976,1789.32093334198,,,0.4334018973163165,1.0804452896118164,0.2762818932533264,3228,,,,,2024772,
2022-03-04,111,1985.0734539452035,4029.658304333687,,,0.3873729236984444,1.3757109642028809,0.26565563678741455,6801,,,,,4805669,161714
2022-03-05,63,1913.2765198844525,3382.0942120552063,16.0,16,0.47954127832425336,1.4943208694458008,0.2762818932533264,5371,,,,,4072632,
2022-03-06,16,1766.9902339833282,983.7080030441284,6.0,6,0.5898531872301991,1.5291162729263306,0.3187867999076843,1612,,,,,1835222,
2022-03-07,68,1869.727163980565,3364.3208595514297,18.0,17,0.46850292006540717,1.7788200378417969,0.2550294101238251,5183,,,,,3170148,104718
2022-03-08,43,1780.4180185929001,1580.2517496951568,,,0.5606212042024843,2.8010153770446777,0.2762818932533264,2626,,,,,1424340,262065
2022-03-09,104,2001.6630106301095,4611.3749837271225,9.0,8,0.49318139510590525,2.662198781967163,0.24895258247852325,7272,,,,,5029735,174854
2022-03-10,70,1872.274481821226,2824.7553057670593,,,0.41568028968328885,1.4665193557739258,0.2550294101238251,4726,,,,,3445518,
2022-03-11,84,1993.9097010805954,4886.080274224281,17.0,17,0.39643233957612617,1.31374192237854,0.25286954641342163,7612,,,,,5305895,
2022-03-12,82,1933.445221652772,4340.069401741028,14.0,14,0.39656456060773315,1.3149631023406982,0.2550294101238251,6950,,,,,4381108,
2022-03-13,11,1675.9123180368072,589.7755258083344,,,0.31887706592934695,0.40282341837882996,0.26565563678741455,1279,,,,,276405,73443
2022-03-14,85,1947.5289914397588,3986.103403568268,7.0,7,0.4471345965754673,1.2185176610946655,0.2557661831378937,6638,,,,,4596514,
2022-03-15,37,1718.1197462581674,1460.2594647407532,,,0.4938345704174834,1.3967182636260986,0.2550294101238251,2588,,,,,1087760,
2022-03-16,43,1814.6209368744494,2134.3799055814743,2.0,2,0.3859670538072123,1.2965424060821533,0.2550294101238251,3674,,,,,2563722,
2022-03-17,16,1685.5241091899395,773.4391787052155,,,0.3121809728712952,0.965668797492981,0.2550294101238251,1417,,,,,589217,
2022-03-18,113,2018.4116618839748,4639.233522415161,6.0,6,0.44193194704303995,1.2935718297958374,0.2550294101238251,7894,,,,,5680648,
2022-03-19,77,1837.1954226880546,3346.986894607544,3.0,3,0.4175491374139033,1.3203529119491577,0.2550294101238251,5847,,,,,2520564,172056
2022-03-20,12,1659.423650612459,626.0972723960876,,,0.339437079253159,0.588188648223877,0.2550294101238251,1302,,,,,190017,
2022-03-21,116,2022.033990769803,5830.903049707413,31.0,31,0.4354823879482976,1.5684542655944824,0.24620960652828217,9354,,,,,5736052,
2022-03-22,32,1698.495813408992,1126.6115717887878,,,0.35735208791171474,1.1628931760787964,0.2550294101238251,2154,,,,,787617,
2022-03-23,55,1809.908036083955,2163.416245698929,5.0,5,0.6263159306891043,1.3618583679199219,0.2550294101238251,3619,,,,,2491637,
2022-03-24,48,1818.810736864605,2546.6049040555954,11.0,11,0.41000991270588505,1.5393304824829102,0.2528570294380188,4339,,,,,2627804,
2022-03-25,42,1762.8621296941228,1652.186637878418,,,0.4945524600132322,1.4151606559753418,0.2550294101238251,2797,,,,,1772083,
2022-03-26,8,1680.3755751820072,291.37113666534424,,,0.3208366669700239,0.6315391659736633,0.2550294101238251,672,,,,,510472,
2022-03-27,98,1979.4065617255376,5324.4991979599,31.0,31,0.43392903266391825,1.502182960510254,0.26565563678741455,8311,,,,,5083707,
2022-03-28,37,1713.4433668413467,1315.5172398090363,1.0,1,0.3876835121400338,1.3028093576431274,0.26393821835517883,2303,,,,,1016235,
2022-03-29,66,1825.9364001701692,2677.773560523987,7.0,7,0.4159520946457932,1.5899735689163208,0.2550294101238251,4328,,,,,2736787,
2022-03-30,69,1905.2076714906143,3025.125121176243,6.0,6,0.5836114426032881,1.4857226610183716,0.2550294101238251,4924,,,,,3949222,
2022-03-31,25,1688.829121369675,905.6228513717651,,,0.36637773696279063,1.1694750785827637,0.2550294101238251,1650,,,,71051,563886,
2022-04-01,90,1983.0134805606986,3496.2432915539725,1.0,1,0.4314895255429279,1.3301106691360474,0.2550294101238251,5900,,,,,5139242,
2022-04-02,81,1942.7347087411229,3825.792150321485,,,0.39739251639937384,1.4235934019088745,0.25053033232688904,6122,,,,,4523189,
2022-04-03,5,1650.987492373728,342.37701988220215,,,0.3022461624328577,0.6250937581062317,0.2550294101238251,851,,,,,60989,
2022-04-04,5,1658.1127661144935,401.6713705062866,,,0.32198378711105774,0.7323176860809326,0.26565563678741455,806,,,,,169968,
2022-04-05,28,1782.6801490485934,1720.5387082099915,6.0,6,0.3495242393581368,1.3442425727844238,0.2550294101238251,2914,,,,,2075194,
2022-04-06,98,2020.293809857668,5190.081230640411,9.0,9,0.3879259107681721,1.2261403799057007,0.26565563678741455,8154,,,,,5709436,
2022-04-07,36,1754.910793061273,1652.30863904953,2.0,2,0.43844432375880227,1.2971891164779663,0.2762818932533264,3019,,,,,1650470,
2022-04-08,16,1692.679357800115,636.2653546333313,,,0.31301541121210225,1.1304779052734375,0.26565563678741455,1136,,,,,698656,
2022-04-09,126,2145.63801287831,6665.391303969363,33.0,33,0.5918513443126111,1.3466641902923584,0.2550294101238251,10091,,,,,7626542,
2022-04-10,92,2010.2538734275745,5264.882334755917,34.0,34,0.49097657630940994,1.489090085029602,0.2513151168823242,8018,,,,,5555876,
2022-04-11,27,1698.4491082969587,935.82907807827,,,0.525324843522031,1.1719127893447876,0.26565563678741455,1701,,,,,786901,
2022-04-12,50,1824.8852619547704,1835.3760509490967,,,0.5368902587895804,1.7726894617080688,0.2762818932533264,3047,,,,,2720710,
2022-04-13,44,1773.2649392086541,1772.3311858177185,5.0,5,0.4613475169219853,1.5018240213394165,0.297534316778183,2979,,,,,1931192,
2022-04-14,74,1939.2811980513077,4031.442244529724,18.0,18,0.4827215725116612,1.401825189590454,0.24010668694972992,6261,,,,,4470367,
2022-04-15,110,2004.5815031432012,5601.082247972488,10.0,10,0.5784498541123332,1.2735365629196167,0.26565563678741455,8870,,,,,5469117,
2022-04-16,73,1920.76747288859,3203.114445924759,10.0,10,0.3891012489377448,1.3609991073608398,0.2550294101238251,5085,,,,,4187205,
2022-04-17,56,1829.314158383428,2886.063822746277,18.0,18,0.5042918988723417,1.5017670392990112,0.2762818932533264,4420,,,,,2788451,
2022-04-18,79,1926.4060991665494,4059.872480869293,10.0,10,0.4966970049426906,1.284940481185913,0.2550294101238251,6617,,,,,4273447,
2022-04-19,71,1853.5075235953445,2108.8602674007416,15.0,15,0.44437411930819626,1.3370040655136108,0.2550294101238251,3412,,,,1000013,1789845,133172
2022-04-20,40,1792.6261017739569,1561.9805974960327,2.0,2,0.49957752587353565,1.3352278470993042,0.2550294101238251,2572,,,,,2227316,
2022-04-21,56,1805.4372277766795,2543.355532646179,6.0,6,0.41273598304437265,1.4289627075195312,0.25553080439567566,4066,,,,,2423257,
2022-04-22,41,1731.8811173737006,1558.7719640731812,1.0,1,0.4218472408400221,1.21669340133667,0.2762818932533264,2528,,,,,1298236,
2022-04-23,92,2019.9937920412,5786.77103958786,46.0,39,0.5471484116499801,2.652448892593384,0.2520756721496582,8175,,,,,3459248,976833
2022-04-24,67,1906.2963540819596,4242.211099045868,38.0,38,0.3813354364834901,1.5163871049880981,0.2550294101238251,6309,,,,,3965873,
2022-04-25,59,1793.0364270858524,2196.5676041841507,,,0.6333388118364344,1.1221593618392944,0.24531051516532898,3809,,,,,2233591,
2022-04-26,81,1868.7635563201525,2787.5783054612184,2.0,2,0.4529385707924758,1.306795358657837,0.2550294101238251,4604,,,,,3391819,
2022-04-27,86,1915.5646515911142,3687.622251119796,5.0,5,0.6680479717638562,1.4114665985107422,0.2550294101238251,5671,,,,,3971789,60171
2022-04-28,38,1748.1464184870306,1606.5307568264063,4.0,4,0.44394623870152017,1.3499891757965088,0.2550294101238251,2696,,,,,1547010,
2022-04-29,126,2007.5005993788552,5547.660082697868,28.0,28,0.4653064534956788,1.354454517364502,0.2550294101238251,8945,,,,,5513766,
2022-04-30,48,1746.427444866686,1959.9150536060333,3.0,3,0.5636746029314563,1.4474146366119385,0.26565563678741455,3215,,,,,1520718,
2022-05-01,93,2073.837863309706,4347.4417316913605,3.0,3,0.4029901437658152,1.312055230140686,0.25430673360824585,6731,,,,,2241081,1899077
2022-05-02,53,1816.8411752538304,1994.8893557786942,,,0.4170680735099941,1.269027590751648,0.26565563678741455,3465,,,,,2286224,137960
2022-05-03,63,1807.4433510433287,2574.4910427331924,4.0,4,0.3542106341772291,1.3301535844802856,0.25297975540161133,4643,,,,,2453943,
2022-05-04,58,1809.5080258032337,2137.454535007477,,,0.35925557202951225,1.158437967300415,0.2550294101238251,3632,,,,,2485519,
2022-05-05,41,1774.635318888156,1481.3283243179321,,,0.4552967898666921,1.1890829801559448,0.26565563678741455,2795,,,,,1952150,
2022-05-06,40,1757.2767300193673,1398.795040845871,,,0.5315940348482185,1.2942678928375244,0.297534316778183,2196,,,,,1686655,
2022-05-07,144,2259.256244139695,7356.872699260712,31.0,31,0.45142200375756497,1.6196205615997314,0.25792038440704346,11416,,,,,9364303,
2022-05-08,27,1754.902904021642,1415.078224748373,4.0,4,0.46915434307751225,1.3283798694610596,0.2762818932533264,2436,,,,,1650349,
2022-05-09,65,1821.3399694812479,3249.209116458893,17.0,17,0.5109828952650413,1.5342406034469604,0.2550294101238251,5183,,,,,2666486,
2022-05-10,50,1790.7212094041238,2002.1296194791794,,,0.48708220323350043,1.3947194814682007,0.26556000113487244,3478,,,,,2198182,
2022-05-11,53,1809.2559743483566,2675.397910118103,8.0,8,0.47313737011821283,1.4251118898391724,0.2550294101238251,4292,,,,,2481664,
2022-05-12,47,1764.3437604853614,2043.3089225292206,2.0,2,0.40671553389172993,1.5127724409103394,0.2550294101238251,3504,,,,,1794745,
2022-05-13,85,1899.810251572052,3309.7427076101303,,,0.441712237615382,1.22706139087677,0.2538313567638397,5754,,,,,3866670,
2022-05-14,40,1757.4362786210395,1866.9060167074203,3.0,2,0.41306971697171446,1.858544945716858,0.2550294101238251,3402,,,,,1689096,
2022-05-15,19,1689.9356868611267,744.1067430973053,,,0.3975523498062161,1.2567116022109985,0.2869080901145935,1335,,,,,656691,
2022-05-16,59,1808.3250696073208,2647.1240496635437,7.0,7,0.5389627775546144,1.3924778699874878,0.2550294101238251,4369,,,,,2467426,
2022-05-17,56,1802.2011760935795,2092.511703014374,,,0.43749298915420937,1.2245502471923828,0.24565006792545319,3505,,,,,2373763,
2022-05-18,130,2043.7747959287874,5445.114945411682,8.0,8,0.426734032517135,1.4780892133712769,0.256150484085083,8698,,,,,6068574,
2022-05-19,42,1753.6148428054316,1561.4155812263489,,,0.46142839912492745,1.4810397624969482,0.25404784083366394,2855,,,,,1630646,
2022-05-20,74,1895.8023756553189,3630.164892435074,6.0,6,0.4884969665515674,1.2828527688980103,0.2550294101238251,5806,,,,,3805369,
2022-05-21,68,1862.0358660248821,3205.873810529709,10.0,10,0.4247573668122168,1.4439104795455933,0.2550294101238251,5365,,,,,3288921,
2022-05-22,38,1711.7024973084367,1519.6082428693771,,,0.3450011830783474,0.9031568169593811,0.2550294101238251,2603,,,,,989610,
2022-05-23,48,1765.6425189993115,1725.2288720607758,,,0.4583574224926772,1.4384922981262207,0.2640284597873688,3122,,,,,1814607,
2022-05-24,52,1767.2389506625832,2356.629189133644,1.0,1,0.41120573341752903,1.2635631561279297,0.2550294101238251,3917,,,,,1839025,
2022-05-25,89,1918.0754508134692,3987.03564286232,3.0,3,0.4070072924438826,1.3416025638580322,0.2531370222568512,6363,,,,,4146034,
2022-05-26,51,1721.8793497330382,1998.8262131214142,1.0,1,0.43680106198215923,1.2936235666275024,0.2922169864177704,3451,,,,,1145263,
2022-05-27,111,2005.1897602108215,5164.1043174266815,19.0,19,0.5857438558133006,1.3875657320022583,0.2479034960269928,8247,,,,,5478421,
2022-05-28,104,1934.4340690144172,5104.8210463523865,16.0,16,0.42853888734032647,1.2955739498138428,0.24888291954994202,8372,,,,,4396232,
2022-05-29,60,1796.247829521752,2790.4916310310364,2.0,2,0.38761010633999754,1.3314800262451172,0.2547495663166046,4833,,,,,1939966,151820
2022-05-30,60,1825.730410266511,2332.091761112213,,,0.4969577540003936,1.107041358947754,0.2762818932533264,4108,,,,,2733638,
2022-05-31,58,1806.0701761028686,2534.0324767827988,2.0,2,0.45928048798224186,1.3776541948318481,0.2550294101238251,4393,,,,,2432940,
2022-06-01,49,1770.7657369039855,2215.2527434825897,5.0,4,0.5856674788932416,1.9495350122451782,0.2762818932533264,3709,,,,,1892966,
2022-06-02,59,1770.168215450353,2421.539078235626,5.0,5,0.42556142144228243,1.4858953952789307,0.2550294101238251,4133,,,,,1883828,
2022-06-03,23,1687.1615716379508,1006.4900035858154,,,0.4146848947160856,1.2206841707229614,0.2762818932533264,1989,,,,,614262,
2022-06-04,60,1775.196901959526,2334.7016870975494,,,0.37107161818400436,0.9683246612548828,0.2550294101238251,4107,,,,,1960740,
2022-06-05,96,1923.2305089125691,3762.6785184144974,9.0,9,0.4043358217036106,1.491808533668518,0.2517036497592926,6490,,,,,4020597,90486
